district,year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare),Crop,State
birbhum, 2010,Summer,5277.0,3919.0,0.7426568125829069,Sesamum,West Bengal
birbhum, 2011,Summer,5422.0,2945.0,0.5431575064551826,Sesamum,West Bengal
birbhum, 2012,Summer,5066.0,3734.0,0.7370706671930517,Sesamum,West Bengal
birbhum, 2013,Summer,5085.0,3855.0,0.7581120943952803,Sesamum,West Bengal
birbhum, 2014,Summer,5018.0,4155.0,0.8280191311279395,Sesamum,West Bengal
birbhum, 2015,Summer,5231.0,3699.0,0.707130567769069,Sesamum,West Bengal
birbhum, 2016,Summer,5914.0,3794.0,0.6415285762597227,Sesamum,West Bengal
birbhum, 2017,Summer,6035.0,6303.0,1.044407622203811,Sesamum,West Bengal
birbhum, 2018,Summer,5472.0,4658.0,0.8512426900584795,Sesamum,West Bengal
birbhum, 2019,Summer,5433.0,3924.0,0.7222528989508559,Sesamum,West Bengal
coochbehar, 1997,Whole Year,601.0,332.0,0.5524126455906821,Sesamum,West Bengal
coochbehar, 1998,Whole Year,568.0,301.0,0.5299295774647887,Sesamum,West Bengal
coochbehar, 1999,Autumn,85.0,34.0,0.4,Sesamum,West Bengal
coochbehar, 1999,Summer,264.0,120.0,0.4545454545454545,Sesamum,West Bengal
coochbehar, 1999,Winter,25.0,25.0,1.0,Sesamum,West Bengal
coochbehar, 2000,Whole Year,587.0,333.0,0.5672913117546848,Sesamum,West Bengal
coochbehar, 2001,Whole Year,350.0,177.0,0.5057142857142857,Sesamum,West Bengal
coochbehar, 2002,Autumn,50.0,20.0,0.4,Sesamum,West Bengal
coochbehar, 2002,Summer,210.0,113.0,0.5380952380952381,Sesamum,West Bengal
coochbehar, 2002,Winter,158.0,150.0,0.9493670886075948,Sesamum,West Bengal
coochbehar, 2003,Whole Year,240.0,189.0,0.7875,Sesamum,West Bengal
coochbehar, 2004,Whole Year,829.0,513.0,0.6188178528347407,Sesamum,West Bengal
coochbehar, 2005,Whole Year,547.0,365.0,0.6672760511882998,Sesamum,West Bengal
coochbehar, 2006,Whole Year,487.0,359.0,0.7371663244353183,Sesamum,West Bengal
coochbehar, 2007,Autumn,150.0,62.0,0.4133333333333333,Sesamum,West Bengal
coochbehar, 2007,Summer,4.0,3.0,0.75,Sesamum,West Bengal
coochbehar, 2007,Winter,300.0,267.0,0.89,Sesamum,West Bengal
coochbehar, 2008,Autumn,170.0,68.0,0.4,Sesamum,West Bengal
coochbehar, 2008,Summer,1.0,1.0,1.0,Sesamum,West Bengal
coochbehar, 2008,Winter,280.0,250.0,0.8928571428571429,Sesamum,West Bengal
coochbehar, 2009,Autumn,165.0,68.0,0.4121212121212121,Sesamum,West Bengal
coochbehar, 2009,Summer,4.0,2.0,0.5,Sesamum,West Bengal
coochbehar, 2009,Winter,274.0,243.0,0.8868613138686131,Sesamum,West Bengal
coochbehar, 2010,Autumn,170.0,72.0,0.4235294117647059,Sesamum,West Bengal
coochbehar, 2010,Summer,43.0,26.0,0.6046511627906976,Sesamum,West Bengal
coochbehar, 2010,Winter,290.0,258.0,0.8896551724137931,Sesamum,West Bengal
coochbehar, 2011,Autumn,185.0,81.0,0.4378378378378379,Sesamum,West Bengal
coochbehar, 2011,Summer,147.0,81.0,0.5510204081632653,Sesamum,West Bengal
coochbehar, 2011,Winter,290.0,260.0,0.896551724137931,Sesamum,West Bengal
coochbehar, 2012,Autumn,190.0,84.0,0.4421052631578947,Sesamum,West Bengal
coochbehar, 2012,Summer,127.0,83.0,0.6535433070866141,Sesamum,West Bengal
coochbehar, 2012,Winter,315.0,283.0,0.8984126984126984,Sesamum,West Bengal
coochbehar, 2013,Autumn,100.0,45.0,0.45,Sesamum,West Bengal
coochbehar, 2013,Summer,154.0,117.0,0.7597402597402597,Sesamum,West Bengal
coochbehar, 2013,Winter,320.0,288.0,0.9,Sesamum,West Bengal
coochbehar, 2014,Autumn,158.0,70.0,0.4430379746835443,Sesamum,West Bengal
coochbehar, 2014,Summer,148.0,100.0,0.6756756756756757,Sesamum,West Bengal
coochbehar, 2014,Winter,308.0,280.0,0.9090909090909092,Sesamum,West Bengal
coochbehar, 2015,Autumn,260.0,156.0,0.6,Sesamum,West Bengal
coochbehar, 2015,Summer,161.0,92.0,0.5714285714285714,Sesamum,West Bengal
coochbehar, 2015,Winter,312.0,282.0,0.903846153846154,Sesamum,West Bengal
coochbehar, 2016,Autumn,245.0,131.0,0.5346938775510204,Sesamum,West Bengal
coochbehar, 2016,Summer,174.0,110.0,0.632183908045977,Sesamum,West Bengal
coochbehar, 2016,Winter,310.0,279.0,0.9,Sesamum,West Bengal
coochbehar, 2017,Autumn,157.0,105.0,0.6687898089171974,Sesamum,West Bengal
coochbehar, 2017,Summer,171.0,147.0,0.8596491228070176,Sesamum,West Bengal
coochbehar, 2017,Winter,222.0,144.0,0.6486486486486487,Sesamum,West Bengal
coochbehar, 2018,Summer,172.0,132.0,0.7674418604651163,Sesamum,West Bengal
coochbehar, 2018,Winter,175.0,110.0,0.6285714285714286,Sesamum,West Bengal
coochbehar, 2019,Summer,667.0,589.0,0.8830584707646177,Sesamum,West Bengal
coochbehar, 2019,Winter,180.0,113.0,0.6277777777777778,Sesamum,West Bengal
darjeeling, 1997,Whole Year,275.0,159.0,0.5781818181818181,Sesamum,West Bengal
darjeeling, 1998,Whole Year,173.0,85.0,0.4913294797687861,Sesamum,West Bengal
darjeeling, 1999,Autumn,20.0,6.0,0.3,Sesamum,West Bengal
darjeeling, 1999,Summer,171.0,80.0,0.4678362573099415,Sesamum,West Bengal
darjeeling, 1999,Winter,37.0,22.0,0.5945945945945946,Sesamum,West Bengal
darjeeling, 2000,Whole Year,291.0,162.0,0.5567010309278351,Sesamum,West Bengal
darjeeling, 2001,Whole Year,250.0,121.0,0.484,Sesamum,West Bengal
darjeeling, 2002,Autumn,12.0,4.0,0.3333333333333333,Sesamum,West Bengal
darjeeling, 2002,Summer,198.0,106.0,0.5353535353535354,Sesamum,West Bengal
darjeeling, 2002,Winter,10.0,6.0,0.6,Sesamum,West Bengal
darjeeling, 2003,Whole Year,242.0,127.0,0.5247933884297521,Sesamum,West Bengal
darjeeling, 2004,Whole Year,151.0,80.0,0.5298013245033113,Sesamum,West Bengal
darjeeling, 2005,Whole Year,166.0,92.0,0.5542168674698795,Sesamum,West Bengal
darjeeling, 2006,Whole Year,142.0,66.0,0.4647887323943662,Sesamum,West Bengal
darjeeling, 2007,Autumn,17.0,8.0,0.4705882352941176,Sesamum,West Bengal
darjeeling, 2007,Summer,99.0,30.0,0.303030303030303,Sesamum,West Bengal
darjeeling, 2007,Winter,10.0,6.0,0.6,Sesamum,West Bengal
darjeeling, 2008,Autumn,15.0,7.0,0.4666666666666667,Sesamum,West Bengal
darjeeling, 2008,Summer,114.0,75.0,0.6578947368421053,Sesamum,West Bengal
darjeeling, 2008,Winter,15.0,9.0,0.6,Sesamum,West Bengal
darjeeling, 2009,Autumn,15.0,7.0,0.4666666666666667,Sesamum,West Bengal
darjeeling, 2009,Summer,93.0,53.0,0.5698924731182796,Sesamum,West Bengal
darjeeling, 2009,Winter,14.0,9.0,0.6428571428571429,Sesamum,West Bengal
darjeeling, 2010,Autumn,16.0,7.0,0.4375,Sesamum,West Bengal
darjeeling, 2010,Summer,84.0,50.0,0.5952380952380952,Sesamum,West Bengal
darjeeling, 2010,Winter,15.0,9.0,0.6,Sesamum,West Bengal
darjeeling, 2011,Autumn,15.0,7.0,0.4666666666666667,Sesamum,West Bengal
darjeeling, 2011,Summer,79.0,43.0,0.5443037974683544,Sesamum,West Bengal
darjeeling, 2011,Winter,15.0,9.0,0.6,Sesamum,West Bengal
darjeeling, 2012,Autumn,15.0,7.0,0.4666666666666667,Sesamum,West Bengal
darjeeling, 2012,Summer,74.0,49.0,0.6621621621621622,Sesamum,West Bengal
darjeeling, 2012,Winter,15.0,9.0,0.6,Sesamum,West Bengal
darjeeling, 2013,Summer,167.0,110.0,0.6586826347305389,Sesamum,West Bengal
darjeeling, 2014,Autumn,3.0,1.0,0.3333333333333333,Sesamum,West Bengal
darjeeling, 2014,Summer,94.0,64.0,0.6808510638297872,Sesamum,West Bengal
darjeeling, 2014,Winter,20.0,13.0,0.65,Sesamum,West Bengal
darjeeling, 2015,Summer,165.0,94.0,0.5696969696969697,Sesamum,West Bengal
darjeeling, 2015,Winter,65.0,60.0,0.9230769230769232,Sesamum,West Bengal
darjeeling, 2016,Summer,131.0,83.0,0.6335877862595419,Sesamum,West Bengal
darjeeling, 2016,Winter,80.0,74.0,0.925,Sesamum,West Bengal
darjeeling, 2017,Summer,137.0,118.0,0.8613138686131386,Sesamum,West Bengal
darjeeling, 2017,Winter,75.0,69.0,0.92,Sesamum,West Bengal
darjeeling, 2018,Summer,125.0,96.0,0.768,Sesamum,West Bengal
darjeeling, 2018,Winter,76.0,70.0,0.9210526315789472,Sesamum,West Bengal
darjeeling, 2019,Summer,133.0,117.0,0.8796992481203008,Sesamum,West Bengal
dinajpur dakshin, 1997,Whole Year,126.0,84.0,0.6666666666666666,Sesamum,West Bengal
dinajpur dakshin, 1998,Whole Year,60.0,27.0,0.45,Sesamum,West Bengal
dinajpur dakshin, 1999,Winter,53.0,29.0,0.5471698113207547,Sesamum,West Bengal
dinajpur dakshin, 2000,Whole Year,49.0,27.0,0.5510204081632653,Sesamum,West Bengal
dinajpur dakshin, 2001,Whole Year,55.0,28.0,0.509090909090909,Sesamum,West Bengal
dinajpur dakshin, 2002,Summer,22.0,12.0,0.5454545454545454,Sesamum,West Bengal
dinajpur dakshin, 2002,Winter,55.0,28.0,0.509090909090909,Sesamum,West Bengal
dinajpur dakshin, 2003,Whole Year,48.0,26.0,0.5416666666666666,Sesamum,West Bengal
dinajpur dakshin, 2006,Whole Year,23.0,16.0,0.6956521739130435,Sesamum,West Bengal
dinajpur dakshin, 2016,Summer,16.0,13.0,0.8125,Sesamum,West Bengal
dinajpur dakshin, 2017,Summer,18.0,15.0,0.8333333333333334,Sesamum,West Bengal
dinajpur dakshin, 2018,Summer,103.0,90.0,0.8737864077669902,Sesamum,West Bengal
dinajpur dakshin, 2018,Winter,30.0,21.0,0.7,Sesamum,West Bengal
dinajpur dakshin, 2019,Summer,75.0,29.0,0.3866666666666667,Sesamum,West Bengal
dinajpur dakshin, 2019,Winter,26.0,16.0,0.6153846153846154,Sesamum,West Bengal
dinajpur uttar, 1997,Whole Year,6708.0,3906.0,0.5822898032200358,Sesamum,West Bengal
dinajpur uttar, 1998,Whole Year,5200.0,2809.0,0.5401923076923076,Sesamum,West Bengal
dinajpur uttar, 1999,Summer,6471.0,3030.0,0.4682429299953639,Sesamum,West Bengal
dinajpur uttar, 1999,Winter,18.0,12.0,0.6666666666666666,Sesamum,West Bengal
dinajpur uttar, 2000,Whole Year,7018.0,3861.0,0.5501567398119123,Sesamum,West Bengal
dinajpur uttar, 2001,Whole Year,7897.0,3630.0,0.4596682284411802,Sesamum,West Bengal
dinajpur uttar, 2002,Summer,6697.0,2980.0,0.4449753621024339,Sesamum,West Bengal
dinajpur uttar, 2002,Winter,54.0,36.0,0.6666666666666666,Sesamum,West Bengal
dinajpur uttar, 2003,Whole Year,2111.0,819.0,0.3879677877783041,Sesamum,West Bengal
dinajpur uttar, 2004,Whole Year,1872.0,767.0,0.4097222222222222,Sesamum,West Bengal
dinajpur uttar, 2005,Whole Year,1927.0,622.0,0.3227815256875973,Sesamum,West Bengal
dinajpur uttar, 2006,Whole Year,1049.0,557.0,0.5309818875119161,Sesamum,West Bengal
dinajpur uttar, 2007,Autumn,20.0,29.0,1.45,Sesamum,West Bengal
dinajpur uttar, 2007,Summer,949.0,442.0,0.4657534246575342,Sesamum,West Bengal
dinajpur uttar, 2007,Winter,39.0,20.0,0.5128205128205128,Sesamum,West Bengal
dinajpur uttar, 2008,Autumn,100.0,158.0,1.58,Sesamum,West Bengal
dinajpur uttar, 2008,Summer,724.0,304.0,0.4198895027624309,Sesamum,West Bengal
dinajpur uttar, 2008,Winter,138.0,68.0,0.4927536231884058,Sesamum,West Bengal
dinajpur uttar, 2009,Autumn,85.0,133.0,1.564705882352941,Sesamum,West Bengal
dinajpur uttar, 2009,Summer,752.0,268.0,0.3563829787234042,Sesamum,West Bengal
dinajpur uttar, 2009,Winter,152.0,84.0,0.5526315789473685,Sesamum,West Bengal
dinajpur uttar, 2010,Autumn,80.0,122.0,1.525,Sesamum,West Bengal
dinajpur uttar, 2010,Summer,878.0,409.0,0.4658314350797266,Sesamum,West Bengal
dinajpur uttar, 2010,Winter,151.0,80.0,0.5298013245033113,Sesamum,West Bengal
dinajpur uttar, 2011,Autumn,95.0,55.0,0.5789473684210527,Sesamum,West Bengal
dinajpur uttar, 2011,Summer,780.0,396.0,0.5076923076923077,Sesamum,West Bengal
dinajpur uttar, 2011,Winter,118.0,67.0,0.5677966101694916,Sesamum,West Bengal
dinajpur uttar, 2012,Autumn,98.0,56.0,0.5714285714285714,Sesamum,West Bengal
dinajpur uttar, 2012,Summer,1279.0,720.0,0.5629397967161845,Sesamum,West Bengal
dinajpur uttar, 2012,Winter,104.0,97.0,0.9326923076923076,Sesamum,West Bengal
dinajpur uttar, 2013,Autumn,100.0,59.0,0.59,Sesamum,West Bengal
dinajpur uttar, 2013,Summer,1645.0,1009.0,0.6133738601823708,Sesamum,West Bengal
dinajpur uttar, 2013,Winter,145.0,137.0,0.9448275862068966,Sesamum,West Bengal
dinajpur uttar, 2014,Autumn,90.0,26.0,0.2888888888888889,Sesamum,West Bengal
dinajpur uttar, 2014,Summer,1187.0,733.0,0.6175231676495366,Sesamum,West Bengal
dinajpur uttar, 2014,Winter,145.0,137.0,0.9448275862068966,Sesamum,West Bengal
dinajpur uttar, 2015,Autumn,75.0,29.0,0.3866666666666667,Sesamum,West Bengal
dinajpur uttar, 2015,Summer,1073.0,533.0,0.4967381174277726,Sesamum,West Bengal
dinajpur uttar, 2015,Winter,155.0,148.0,0.9548387096774194,Sesamum,West Bengal
dinajpur uttar, 2016,Autumn,70.0,42.0,0.6,Sesamum,West Bengal
dinajpur uttar, 2016,Summer,1017.0,527.0,0.5181907571288102,Sesamum,West Bengal
dinajpur uttar, 2016,Winter,244.0,233.0,0.9549180327868853,Sesamum,West Bengal
dinajpur uttar, 2017,Autumn,55.0,30.0,0.5454545454545454,Sesamum,West Bengal
dinajpur uttar, 2017,Summer,1002.0,508.0,0.5069860279441117,Sesamum,West Bengal
dinajpur uttar, 2017,Winter,365.0,237.0,0.6493150684931507,Sesamum,West Bengal
dinajpur uttar, 2018,Summer,1092.0,644.0,0.5897435897435898,Sesamum,West Bengal
dinajpur uttar, 2018,Winter,23.0,13.0,0.5652173913043478,Sesamum,West Bengal
dinajpur uttar, 2019,Summer,870.0,323.0,0.371264367816092,Sesamum,West Bengal
dinajpur uttar, 2019,Winter,32.0,18.0,0.5625,Sesamum,West Bengal
hooghly, 1997,Whole Year,20039.0,13690.0,0.683167822745646,Sesamum,West Bengal
hooghly, 1998,Whole Year,14951.0,11870.0,0.7939268276369473,Sesamum,West Bengal
hooghly, 1999,Summer,17067.0,7580.0,0.4441319505478409,Sesamum,West Bengal
hooghly, 2000,Whole Year,16797.0,13746.0,0.8183604215038399,Sesamum,West Bengal
hooghly, 2001,Whole Year,14759.0,11843.0,0.8024256385934007,Sesamum,West Bengal
hooghly, 2002,Summer,11540.0,8013.0,0.694367417677643,Sesamum,West Bengal
hooghly, 2003,Whole Year,22924.0,21168.0,0.9233990577560636,Sesamum,West Bengal
hooghly, 2004,Whole Year,17576.0,16801.0,0.9559057806099226,Sesamum,West Bengal
hooghly, 2005,Whole Year,19076.0,20267.0,1.062434472635773,Sesamum,West Bengal
hooghly, 2006,Whole Year,22597.0,23110.0,1.022702128601142,Sesamum,West Bengal
hooghly, 2007,Summer,26905.0,27044.0,1.005166325961717,Sesamum,West Bengal
hooghly, 2008,Summer,30830.0,21268.0,0.689847551086604,Sesamum,West Bengal
hooghly, 2009,Summer,26572.0,21704.0,0.816799638717447,Sesamum,West Bengal
hooghly, 2010,Summer,29742.0,28677.0,0.9641920516441396,Sesamum,West Bengal
hooghly, 2011,Summer,25488.0,24966.0,0.9795197740112994,Sesamum,West Bengal
hooghly, 2012,Summer,31716.0,30189.0,0.951853953840333,Sesamum,West Bengal
hooghly, 2013,Summer,32467.0,32462.0,0.9998459974743584,Sesamum,West Bengal
hooghly, 2014,Summer,40756.0,41239.0,1.011851015801355,Sesamum,West Bengal
hooghly, 2015,Summer,42062.0,43330.0,1.030145974989302,Sesamum,West Bengal
hooghly, 2016,Summer,36589.0,37664.0,1.029380414878789,Sesamum,West Bengal
hooghly, 2017,Summer,39884.0,45602.0,1.143365760706047,Sesamum,West Bengal
hooghly, 2018,Summer,39985.0,45700.0,1.142928598224334,Sesamum,West Bengal
hooghly, 2019,Summer,37493.0,19747.0,0.52668498119649,Sesamum,West Bengal
howrah, 1997,Whole Year,1959.0,1610.0,0.8218478815722308,Sesamum,West Bengal
howrah, 1998,Whole Year,1619.0,1150.0,0.7103150092649784,Sesamum,West Bengal
howrah, 1999,Summer,2207.0,1100.0,0.4984141368373358,Sesamum,West Bengal
howrah, 2000,Whole Year,2298.0,1885.0,0.820278503046127,Sesamum,West Bengal
howrah, 2001,Whole Year,1043.0,733.0,0.7027804410354745,Sesamum,West Bengal
howrah, 2002,Summer,906.0,978.0,1.079470198675497,Sesamum,West Bengal
howrah, 2003,Whole Year,2937.0,2935.0,0.9993190330268982,Sesamum,West Bengal
howrah, 2004,Whole Year,2288.0,2422.0,1.058566433566434,Sesamum,West Bengal
howrah, 2005,Whole Year,2509.0,3158.0,1.258668792347549,Sesamum,West Bengal
howrah, 2006,Whole Year,1692.0,2310.0,1.365248226950355,Sesamum,West Bengal
howrah, 2007,Summer,872.0,1048.0,1.201834862385321,Sesamum,West Bengal
howrah, 2008,Summer,1709.0,1587.0,0.9286132241076652,Sesamum,West Bengal
howrah, 2009,Summer,2667.0,2644.0,0.9913760779902512,Sesamum,West Bengal
howrah, 2010,Summer,1038.0,983.0,0.9470134874759152,Sesamum,West Bengal
howrah, 2011,Summer,1985.0,2544.0,1.281612090680101,Sesamum,West Bengal
howrah, 2012,Summer,1461.0,1465.0,1.002737850787132,Sesamum,West Bengal
howrah, 2013,Summer,1489.0,1121.0,0.7528542646071189,Sesamum,West Bengal
howrah, 2014,Summer,2265.0,2254.0,0.9951434878587196,Sesamum,West Bengal
howrah, 2015,Summer,1547.0,1349.0,0.8720103425985779,Sesamum,West Bengal
howrah, 2016,Summer,2574.0,3882.0,1.508158508158508,Sesamum,West Bengal
howrah, 2017,Summer,2836.0,3303.0,1.164668547249647,Sesamum,West Bengal
howrah, 2018,Summer,2353.0,2802.0,1.190820229494263,Sesamum,West Bengal
howrah, 2019,Summer,3799.0,268.0,0.0705448802316399,Sesamum,West Bengal
jalpaiguri, 1997,Whole Year,1220.0,709.0,0.5811475409836065,Sesamum,West Bengal
jalpaiguri, 1998,Whole Year,1246.0,667.0,0.5353130016051364,Sesamum,West Bengal
jalpaiguri, 1999,Summer,1239.0,580.0,0.4681194511702986,Sesamum,West Bengal
jalpaiguri, 1999,Winter,25.0,12.0,0.48,Sesamum,West Bengal
jalpaiguri, 2000,Whole Year,1296.0,1203.0,0.9282407407407408,Sesamum,West Bengal
jalpaiguri, 2001,Whole Year,986.0,616.0,0.6247464503042597,Sesamum,West Bengal
jalpaiguri, 2002,Summer,1185.0,935.0,0.7890295358649789,Sesamum,West Bengal
jalpaiguri, 2002,Winter,80.0,48.0,0.6,Sesamum,West Bengal
jalpaiguri, 2003,Whole Year,1421.0,934.0,0.657283603096411,Sesamum,West Bengal
jalpaiguri, 2004,Whole Year,1366.0,886.0,0.6486090775988287,Sesamum,West Bengal
jalpaiguri, 2005,Whole Year,1332.0,1079.0,0.81006006006006,Sesamum,West Bengal
jalpaiguri, 2006,Whole Year,1423.0,1246.0,0.8756148981026002,Sesamum,West Bengal
jalpaiguri, 2007,Autumn,76.0,46.0,0.6052631578947368,Sesamum,West Bengal
jalpaiguri, 2007,Summer,1198.0,1061.0,0.8856427378964942,Sesamum,West Bengal
jalpaiguri, 2007,Winter,110.0,66.0,0.6,Sesamum,West Bengal
jalpaiguri, 2008,Autumn,76.0,46.0,0.6052631578947368,Sesamum,West Bengal
jalpaiguri, 2008,Summer,1175.0,800.0,0.6808510638297872,Sesamum,West Bengal
jalpaiguri, 2008,Winter,110.0,66.0,0.6,Sesamum,West Bengal
jalpaiguri, 2009,Autumn,76.0,46.0,0.6052631578947368,Sesamum,West Bengal
jalpaiguri, 2009,Summer,1213.0,834.0,0.6875515251442704,Sesamum,West Bengal
jalpaiguri, 2009,Winter,110.0,66.0,0.6,Sesamum,West Bengal
jalpaiguri, 2010,Autumn,160.0,113.0,0.70625,Sesamum,West Bengal
jalpaiguri, 2010,Summer,1177.0,794.0,0.6745964316057774,Sesamum,West Bengal
jalpaiguri, 2010,Winter,118.0,75.0,0.635593220338983,Sesamum,West Bengal
jalpaiguri, 2011,Autumn,104.0,68.0,0.6538461538461539,Sesamum,West Bengal
jalpaiguri, 2011,Summer,1358.0,757.0,0.5574374079528719,Sesamum,West Bengal
jalpaiguri, 2011,Winter,113.0,69.0,0.6106194690265486,Sesamum,West Bengal
jalpaiguri, 2012,Autumn,113.0,75.0,0.6637168141592921,Sesamum,West Bengal
jalpaiguri, 2012,Summer,1120.0,908.0,0.8107142857142857,Sesamum,West Bengal
jalpaiguri, 2012,Winter,114.0,70.0,0.6140350877192983,Sesamum,West Bengal
jalpaiguri, 2013,Autumn,165.0,115.0,0.696969696969697,Sesamum,West Bengal
jalpaiguri, 2013,Summer,1017.0,681.0,0.6696165191740413,Sesamum,West Bengal
jalpaiguri, 2013,Winter,113.0,71.0,0.6283185840707964,Sesamum,West Bengal
jalpaiguri, 2014,Autumn,127.0,101.0,0.7952755905511811,Sesamum,West Bengal
jalpaiguri, 2014,Summer,1273.0,864.0,0.6787117046347211,Sesamum,West Bengal
jalpaiguri, 2014,Winter,123.0,83.0,0.6747967479674797,Sesamum,West Bengal
jalpaiguri, 2015,Autumn,115.0,88.0,0.7652173913043478,Sesamum,West Bengal
jalpaiguri, 2015,Summer,923.0,597.0,0.6468039003250271,Sesamum,West Bengal
jalpaiguri, 2015,Winter,136.0,93.0,0.6838235294117647,Sesamum,West Bengal
jalpaiguri, 2016,Summer,912.0,604.0,0.6622807017543859,Sesamum,West Bengal
jalpaiguri, 2016,Winter,70.0,51.0,0.7285714285714285,Sesamum,West Bengal
jalpaiguri, 2017,Summer,754.0,775.0,1.027851458885942,Sesamum,West Bengal
jalpaiguri, 2017,Winter,72.0,53.0,0.7361111111111112,Sesamum,West Bengal
jalpaiguri, 2018,Summer,916.0,759.0,0.8286026200873362,Sesamum,West Bengal
jalpaiguri, 2018,Winter,70.0,51.0,0.7285714285714285,Sesamum,West Bengal
jalpaiguri, 2019,Summer,575.0,625.0,1.08695652173913,Sesamum,West Bengal
jalpaiguri, 2019,Winter,72.0,52.0,0.7222222222222222,Sesamum,West Bengal
malda, 1997,Whole Year,512.0,217.0,0.423828125,Sesamum,West Bengal
malda, 1998,Whole Year,401.0,167.0,0.4164588528678304,Sesamum,West Bengal
malda, 1999,Summer,85.0,40.0,0.4705882352941176,Sesamum,West Bengal
malda, 1999,Winter,365.0,122.0,0.3342465753424658,Sesamum,West Bengal
malda, 2000,Whole Year,286.0,101.0,0.3531468531468531,Sesamum,West Bengal
malda, 2001,Whole Year,256.0,87.0,0.33984375,Sesamum,West Bengal
malda, 2002,Summer,21.0,11.0,0.5238095238095238,Sesamum,West Bengal
malda, 2002,Winter,210.0,64.0,0.3047619047619048,Sesamum,West Bengal
malda, 2003,Whole Year,135.0,43.0,0.3185185185185185,Sesamum,West Bengal
malda, 2004,Whole Year,130.0,45.0,0.3461538461538461,Sesamum,West Bengal
malda, 2005,Whole Year,137.0,49.0,0.3576642335766423,Sesamum,West Bengal
malda, 2006,Whole Year,98.0,45.0,0.4591836734693878,Sesamum,West Bengal
malda, 2007,Autumn,35.0,11.0,0.3142857142857143,Sesamum,West Bengal
malda, 2007,Summer,63.0,41.0,0.6507936507936508,Sesamum,West Bengal
malda, 2007,Winter,38.0,11.0,0.2894736842105263,Sesamum,West Bengal
malda, 2008,Autumn,50.0,15.0,0.3,Sesamum,West Bengal
malda, 2008,Summer,62.0,35.0,0.5645161290322581,Sesamum,West Bengal
malda, 2008,Winter,47.0,13.0,0.2765957446808511,Sesamum,West Bengal
malda, 2009,Autumn,12.0,4.0,0.3333333333333333,Sesamum,West Bengal
malda, 2009,Summer,124.0,70.0,0.5645161290322581,Sesamum,West Bengal
malda, 2009,Winter,5.0,1.0,0.2,Sesamum,West Bengal
malda, 2010,Autumn,77.0,23.0,0.2987012987012987,Sesamum,West Bengal
malda, 2010,Summer,123.0,74.0,0.6016260162601627,Sesamum,West Bengal
malda, 2010,Winter,13.0,4.0,0.3076923076923077,Sesamum,West Bengal
malda, 2011,Autumn,67.0,47.0,0.7014925373134329,Sesamum,West Bengal
malda, 2011,Summer,162.0,89.0,0.5493827160493827,Sesamum,West Bengal
malda, 2011,Winter,69.0,20.0,0.2898550724637681,Sesamum,West Bengal
malda, 2012,Autumn,119.0,84.0,0.7058823529411765,Sesamum,West Bengal
malda, 2012,Summer,180.0,118.0,0.6555555555555556,Sesamum,West Bengal
malda, 2013,Autumn,213.0,154.0,0.7230046948356808,Sesamum,West Bengal
malda, 2013,Summer,175.0,133.0,0.76,Sesamum,West Bengal
malda, 2013,Winter,42.0,21.0,0.5,Sesamum,West Bengal
malda, 2014,Autumn,133.0,97.0,0.7293233082706767,Sesamum,West Bengal
malda, 2014,Summer,215.0,146.0,0.6790697674418604,Sesamum,West Bengal
malda, 2014,Winter,56.0,27.0,0.4821428571428572,Sesamum,West Bengal
malda, 2015,Autumn,126.0,91.0,0.7222222222222222,Sesamum,West Bengal
malda, 2015,Summer,206.0,117.0,0.5679611650485437,Sesamum,West Bengal
malda, 2015,Winter,58.0,27.0,0.4655172413793103,Sesamum,West Bengal
malda, 2016,Autumn,130.0,94.0,0.7230769230769231,Sesamum,West Bengal
malda, 2016,Summer,227.0,186.0,0.8193832599118943,Sesamum,West Bengal
malda, 2016,Winter,55.0,26.0,0.4727272727272727,Sesamum,West Bengal
malda, 2017,Summer,277.0,232.0,0.8375451263537906,Sesamum,West Bengal
malda, 2018,Summer,215.0,187.0,0.8697674418604651,Sesamum,West Bengal
malda, 2019,Summer,443.0,173.0,0.3905191873589165,Sesamum,West Bengal
medinipur east, 1997,Whole Year,11099.0,8426.0,0.759167492566898,Sesamum,West Bengal
medinipur east, 1998,Whole Year,10115.0,8170.0,0.8077113198220465,Sesamum,West Bengal
medinipur east, 1999,Autumn,75.0,27.0,0.36,Sesamum,West Bengal
medinipur east, 1999,Summer,8848.0,8050.0,0.9098101265822784,Sesamum,West Bengal
medinipur east, 2000,Whole Year,9150.0,10462.0,1.143387978142077,Sesamum,West Bengal
medinipur east, 2001,Whole Year,9031.0,10565.0,1.169859373269848,Sesamum,West Bengal
medinipur east, 2002,Autumn,130.0,53.0,0.4076923076923077,Sesamum,West Bengal
medinipur east, 2002,Summer,65.0,64.0,0.9846153846153848,Sesamum,West Bengal
medinipur east, 2002,Winter,145.0,73.0,0.503448275862069,Sesamum,West Bengal
medinipur east, 2003,Whole Year,631.0,487.0,0.7717908082408875,Sesamum,West Bengal
medinipur east, 2004,Whole Year,657.0,489.0,0.7442922374429224,Sesamum,West Bengal
medinipur east, 2005,Whole Year,669.0,977.0,1.460388639760837,Sesamum,West Bengal
medinipur east, 2006,Whole Year,863.0,1466.0,1.698725376593279,Sesamum,West Bengal
